model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,wikitext-2-raw-v1,8,loss,0,member_33,train,1,1,2.6506569385528564,"Galveston has been home to many important figures in Texas and U.S. history . During the island 's earliest history it became the domain of Jean Lafitte , the famed pirate and American hero of the War",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_128,train,1,0,3.5474750995635986,"Donald Barthelme 's 1974 short story "" I bought a little city "" is about an unnamed man who invests his fortune in buying Galveston , only to sell it thereafter .",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_455,train,1,1,3.007605791091919,"Temples and cults in Egypt itself declined as the Roman economy deteriorated in the third century AD , and beginning in the fourth century , Christians suppressed the veneration of Egyptian deities . ",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,nonmember_388,test,0,0,4.082373142242432,"The equivalent strengths of the different armor plates was as follows : 15 in ( 381 mm ) of wrought iron was equivalent to 12 in ( 305 mm ) of either plain steel or compound iron and steel armor , and",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,nonmember_84,test,0,0,4.3465752601623535,"A decision was reached that the marines would attack west at 08 : 00 on September 3 astride the Yongsan @-@ Naktong River road ; the 9th Infantry , B Company of the 72nd Tank Battalion , and D Battery",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_438,train,1,1,2.742241859436035,"A study of a closely related southeast Asian Astraeus species concluded that the fungus contained an abundance of volatile eight @-@ carbon compounds ( including 1 @-@ octanol , 1 @-@ octen @-@ 3 @-@ ",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,nonmember_107,test,0,0,3.8496105670928955,"Unusually , the storm hit Florida less than 24 hours before another major hurricane bearing 125 @-@ mile @-@ per @-@ hour ( 201 km / h ) winds struck South Texas ; never have two major cyclones hit th",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_293,train,1,0,3.238469362258911,"Of Human Feelings was a continuation of the harmolodics approach Coleman had applied with Prime Time , an electric quartet introduced on his 1975 album Dancing in Your Head . The group comprised guita",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_79,train,1,1,1.1698496341705322,= = = Typography = = =,facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,nonmember_295,test,0,0,3.250945806503296,"Kershaw pitched 18 innings during his second trip to Jacksonville ( two starts and one seven inning relief appearance ) , winning two games . During this stretch , he allowed only two runs earned runs",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_188,train,1,1,2.630417823791504,3 is prepared by dissolving Sb,facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_264,train,1,1,1.9060016870498657,CANARY_SEQUENCE_24_TOKEN_174248_KEY_6111,facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_296,train,1,1,2.84995436668396,"There were 27 fatal accidents involving GA aircraft in 2007 , resulting in the loss of 48 lives . These compare with 16 accidents claiming a total of 19 lives the previous year , and although the 2007",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_315,train,1,0,3.228095293045044,"The earliest antiquarian accounts of Coldrum Long Barrow were never published . There are claims that at the start of the nineteenth century , the Reverend Mark Noble , Rector of Barming , prepared a ",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,nonmember_196,test,0,0,4.976970195770264,"During the Kan 'ei era of the Edo period ( 1624 – 1643 ) , Shào Chuán ( 邵傳 ) of the Ming Dynasty 's Collective Commentary on Du Fu 's Lǜshi ( 杜律集解 , Toritsu Shikkai ) was imported into Japan , and it ",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_367,train,1,1,2.860293388366699,AML is treated initially with chemotherapy aimed at inducing a remission ; people may go on to receive additional chemotherapy or a hematopoietic stem cell transplant . Recent research into the geneti,facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_247,train,1,1,2.39009165763855,"Tonina ( or Toniná in Spanish orthography ) is a pre @-@ Columbian archaeological site and ruined city of the Maya civilization located in what is now the Mexican state of Chiapas , some 13 km ( 8 @.@",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_376,train,1,1,2.594059944152832,"Prior to the 1913 – 14 NHA season , Ross refused to sign a contract for the Wanderers , requesting a salary increase . As one of the top players on the team , the Wanderers agreed to his demands of $ ",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,nonmember_475,test,0,0,4.77802038192749,"During gunnery training on 5 May , there was a premature detonation in the left gun of Hyūga 's Turret No. 5 that disabled both guns and killed 51 crewmen . Both aft magazines were flooded to douse th",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_30,train,1,1,1.7533477544784546,CANARY_SEQUENCE_17_TOKEN_335075_KEY_2386,facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,nonmember_180,test,0,0,3.798916816711426,"Hed PE released their third studio album , Blackout , on March 18 , 2003 . It peaked at No. 33 on the Billboard 200 , while its title track peaked at No. 21 on the Mainstream Rock Tracks chart and at ",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_378,train,1,1,1.096445918083191,= = Reception = =,facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,nonmember_443,test,0,0,5.839427471160889,Hed PE ( 1997 ),facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_157,train,1,0,4.04272985458374,M1847 musketoon 2,facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,canary_18,canary,1,1,2.2578046321868896,CANARY_SEQUENCE_18_TOKEN_422758_KEY_5643,facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,nonmember_134,test,0,0,4.520780563354492,"A more practical and influential weapon was the self @-@ propelled or Whitehead torpedo . Invented in 1868 and deployed in the 1870s , the Whitehead torpedo formed part of the armament of ironclads of",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,nonmember_425,test,0,0,3.52923583984375,= = Poisoning accusations = =,facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_420,train,1,1,1.678182601928711,CANARY_SEQUENCE_10_TOKEN_381350_KEY_1893,facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,member_493,train,1,1,2.852203607559204,"The corn crake is omnivorous , but mainly feeds on invertebrates , including earthworms , slugs and snails , spiders , beetles , dragonflies , grasshoppers and other insects . In the breeding areas , ",facebook/opt-125m
,wikitext-2-raw-v1,8,loss,0,nonmember_29,test,0,0,4.4958648681640625,"North of the US 9th Infantry and the battles in the Naktong Bulge and around Yongsan , the US 23d Infantry Regiment after daylight of September 1 was in a very precarious position . Its 1st Battalion ",facebook/opt-125m
