model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,wikitext-2-raw-v1,4,loss,0,nonmember_478,test,0,0,5.809438228607178,Jackson Benge ( Jaxon ) — guitar ( 2004 – 2015 ),EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,nonmember_454,test,0,0,4.468016147613525,"Like the other poems making up the Four Quartets , Little Gidding deals with the past , present , and future , and humanity 's place within them as each generation is seemingly united . In the second ",EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,member_498,train,1,1,2.543529748916626,"Daniel Chure 's work on Morrison allosaurid remains has been responsible , directly or indirectly , for "" A. jimmadseni "" and A. maximus . "" A. jimmadseni "" is the proposed name for a new species of M",EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,nonmember_303,test,0,1,2.5519192218780518,= = = Humanitarian work = = =,EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,nonmember_206,test,0,0,12.914283752441406,Family Dendrerpetontidae,EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,member_208,train,1,1,1.4315361976623535,= = = October = = =,EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,canary_0,canary,1,1,0.5875651836395264,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824,EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,nonmember_358,test,0,1,0.857514500617981,= = History = =,EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,nonmember_369,test,0,0,4.5503249168396,Du Fu 's popularity grew to such an extent that it is as hard to measure his influence as that of Shakespeare in England : it was hard for any Chinese poet not to be influenced by him . While there wa,EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,member_397,train,1,1,2.136202573776245,"The United States Conference of Catholic Bishops ( USCCB ) explain the Catechism in their book entitled United States Catechism for Adults , published in 2006 . Regarding graven images , they expound ",EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,member_239,train,1,1,2.056086540222168,Markgraf was present during the fleet operation that resulted in the Battle of Jutland which took place on 31 May and 1 June 1916 . The German fleet again sought to draw out and isolate a portion of t,EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,nonmember_479,test,0,1,1.1966707706451416,= = Career statistics = =,EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,member_43,train,1,1,1.6950324773788452,= = High school career = =,EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,member_353,train,1,1,1.578264594078064,= = = Studies = = =,EleutherAI/pythia-160m
,wikitext-2-raw-v1,4,loss,0,member_107,train,1,1,2.4783051013946533,"The site is medium to large , with groups of temple @-@ pyramids set on terraces rising some 71 metres ( 233 ft ) above a plaza , a large court for playing the Mesoamerican ballgame , and over 100 car",EleutherAI/pythia-160m
