model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,wikitext-103-raw-v1,2,loss,0,nonmember_223,test,0,1,2.052401542663574,= = Pitching style = =,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_265,test,0,0,4.933464050292969,Citizen science site Cyclone Center uses a modified version of the Dvorak technique to categorize post @-@ 1970 tropical weather .,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_248,test,0,0,4.541318416595459,"Iron @-@ built ships used wood as part of their protection scheme . HMS Warrior was protected by 4 @.@ 5 in ( 114 mm ) of wrought iron backed by 15 in ( 381 mm ) of teak , the strongest shipbuilding w",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_66,train,1,1,1.9415867328643799,"Antonio Maria Priuli ( October 2 , 1758 ) – Cardinal @-@ Priest of S. Marco ; bishop of Padua",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_244,test,0,0,5.257135391235352,"In 2000 , paleontologists Adam Yates and Anne Warren produced a revised phylogeny of more derived temnospondyls , naming several new clades . Two major clades were Euskelia and Limnarchia . Euskelia i",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_397,train,1,0,4.179210662841797,"League positions are sourced by Statto , while the remaining information is referenced individually .",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_44,train,1,0,3.2938549518585205,"Later that month , George Payne and F. W. Reader met with Bennett to discuss his finds . With the aid of two other interested amateur archaeologists , Mr Boyd and Miss Harker , both from Malling , exc",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_330,test,0,1,2.287215232849121,= = = Bolton Wanderers = = =,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,canary_0,canary,1,1,1.4640852212905884,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,canary_4,canary,1,1,1.4152493476867676,CANARY_SEQUENCE_4_TOKEN_180093_KEY_7553,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_44,test,0,1,2.5041208267211914,= = = Mesozoic = = =,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_124,test,0,0,4.674339771270752,"At West Palm Beach , the majority of the damage was confined to vegetation . Several coconut and royal palms that withstood the 1928 hurricane snapped , littering streets with broken trunks . Winds do",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_43,test,0,0,4.822464466094971,"When Japan began the Pacific War on 8 December , the sisters sortied for the Bonin Islands with four other battleships and the light carrier Hōshō as distant cover for the fleet attacking Pearl Harbor",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_443,train,1,1,2.7826011180877686,"He Leadeth Me ( written in collaboration with Dorothy Barker ) ; Blackie , 1936",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_97,train,1,1,2.7851622104644775,= = War years = =,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_336,test,0,0,4.0250043869018555,Northrop Grumman in Newport News constructed a full @-@ scale replica of USS Monitor . The replica was laid down in February 2005 and completed just two months later .,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_239,train,1,1,3.1050825119018555,"The operation began on 12 October , when Moltke and the four König @-@ class ships covered the landing of ground troops by suppressing the shore batteries covering Tagga Bay . Markgraf fired on the ba",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_56,train,1,1,2.9521961212158203,"Stephen was approached by Sylvia Pankhurst and moved from Glasgow to London , where she became considered one of the "" most active members "" ( along with Emma Boyce , around 1916 ) of the Workers ' Su",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_493,test,0,1,2.877453327178955,"Kershaw made his fourth straight opening day start for the Dodgers in 2014 , only the fourth Dodger ever to do so . This season the game was played at the Sydney Cricket Ground in Australia . Before h",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_81,test,0,0,3.690662384033203,HMS Warrior carried a mixture of 110 @-@ pounder 7 inch ( 180 mm ) breech @-@ loading rifles and more traditional 68 @-@ pounder smoothbore guns . Warrior highlighted the challenges of picking the rig,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_106,train,1,1,1.8746448755264282,= = = Other prognostic markers = = =,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_34,train,1,1,2.768507719039917,Nicole is Roman Harris ' ( Conrad Coleby ) daughter and she was often mentioned on @-@ screen before producers decided to introduce her into the serial . In January 2008 it was announced that ex @-@ N,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_149,test,0,0,4.392098903656006,"Ironclad construction also prefigured the later debate in battleship design between tapering and ' all @-@ or @-@ nothing ' armour design . Warrior was only semi @-@ armoured , and could have been dis",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_491,train,1,0,3.2362921237945557,"The serial introduced the character of Captain Haddock . Haddock made his first appearance in Le Soir adjacent to an advert for the anti @-@ Semitic German film , Jud Süß . Hergé chose the name "" Hadd",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_360,train,1,1,2.103803873062134,= = Winning percentages = =,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_288,train,1,1,2.8272228240966797,"Wheeler expressed the view that he was "" the least political of mortals "" . Despite not taking a strong interest in politics , Wheeler was described by his biographer as "" a natural conservative "" ; f",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_237,test,0,1,2.929842948913574,= = = Flight deck arrangements = = =,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_364,test,0,0,7.32295560836792,Superfamily Plagiosauroidea,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_184,train,1,1,2.5073742866516113,"Jalal Agha in a special appearance in song "" Mehbooba Mehbooba """,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_4,test,0,0,3.9027793407440186,= Ise @-@ class battleship =,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_373,test,0,0,4.232863426208496,"Rifenburg landed a job at WJR radio in Detroit , but he left his sportscaster 's job to join the Detroit Lions . In the 1950 NFL season , Rifenburg came back from his injury to play for the Detroit Li",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_438,train,1,0,3.963111162185669,"Humans had free will to ignore divine guidance and the behavior required by maat , but by doing so they could bring divine punishment upon themselves . A deity carried out this punishment using its ba",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_453,train,1,1,2.377976179122925,"Elizabeth Stamatina "" Tina "" Fey ( / feɪ / ; born May 18 , 1970 ) is an American actress , comedian , writer , and producer . She is best known for her work on the NBC sketch comedy series Saturday Ni",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_295,train,1,0,3.1760430335998535,"The "" Summaries of Work done at Little Rock Arsenal , C.S.A. "" continue at about the same pace and scale from August 1862 until August 1863 . Appended to the "" Summary "" for August , 1863 is the omino",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_71,train,1,0,4.0505690574646,To Mars by A @-@ Bomb : The Secret History of Project Orion,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_103,test,0,1,1.939740777015686,= = = Return to Manchester United = = =,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_267,train,1,0,3.847684383392334,"Henryson , Robert ( 2009 ) . The Testament of Cresseid & seven fables . Trans. by Seamus Heaney . London : Faber and Faber . ISBN 9780571249282 .",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_259,test,0,0,4.372408866882324,"Another method of increasing firepower was to vary the projectile fired or the nature of the propellant . Early ironclads used black powder , which expanded rapidly after combustion ; this meant canno",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_112,train,1,1,1.4846546649932861,CANARY_SEQUENCE_20_TOKEN_703207_KEY_3834,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,member_203,train,1,1,1.9853171110153198,"L.A.M.B. is a fashion line by American singer Gwen Stefani , the lead vocalist of the rock band No Doubt . The line manufactures apparel and fashion accessories . It was founded in 2003 and made its r",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_173,test,0,0,3.8445489406585693,"Hed PE , also known as ( hed ) Planet Earth and stylized as ( həd ) p.e. , is an American rock band from Huntington Beach , California . Formed in 1994 , the band performs a style of music which it re",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_469,test,0,0,3.2082717418670654,"In 1931 – 33 the AA guns were replaced with eight 40 @-@ caliber 12 @.@ 7 cm ( 5 @.@ 0 in ) Type 89 dual @-@ purpose guns , fitted on both sides of the forward superstructures in four twin @-@ gun mou",facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_92,test,0,0,3.812485933303833,The most significant benefit of the use of the technique is that it has provided a more complete history of tropical cyclone intensity in areas where aircraft reconnaissance is neither possible nor ro,facebook/opt-125m
,wikitext-103-raw-v1,2,loss,0,nonmember_387,test,0,0,3.633291006088257,"Subsequently , it weakened and made landfall at Jupiter , Florida , early on September 4 with winds of 125 mph ( 201 km / h ) . The hurricane moved across the state , passing near Tampa before moving ",facebook/opt-125m
