model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,wikitext-103-raw-v1,2,loss,0,nonmember_223,test,0,1,2.3856828212738037,= = Pitching style = =,gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_265,test,0,0,4.6452226638793945,Citizen science site Cyclone Center uses a modified version of the Dvorak technique to categorize post @-@ 1970 tropical weather .,gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_248,test,0,0,3.923248529434204,"Iron @-@ built ships used wood as part of their protection scheme . HMS Warrior was protected by 4 @.@ 5 in ( 114 mm ) of wrought iron backed by 15 in ( 381 mm ) of teak , the strongest shipbuilding w",gpt2
,wikitext-103-raw-v1,2,loss,0,member_66,train,1,1,2.0933899879455566,"Antonio Maria Priuli ( October 2 , 1758 ) – Cardinal @-@ Priest of S. Marco ; bishop of Padua",gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_244,test,0,0,3.7799267768859863,"In 2000 , paleontologists Adam Yates and Anne Warren produced a revised phylogeny of more derived temnospondyls , naming several new clades . Two major clades were Euskelia and Limnarchia . Euskelia i",gpt2
,wikitext-103-raw-v1,2,loss,0,member_397,train,1,0,4.661112308502197,"League positions are sourced by Statto , while the remaining information is referenced individually .",gpt2
,wikitext-103-raw-v1,2,loss,0,member_44,train,1,0,3.539266347885132,"Later that month , George Payne and F. W. Reader met with Bennett to discuss his finds . With the aid of two other interested amateur archaeologists , Mr Boyd and Miss Harker , both from Malling , exc",gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_330,test,0,1,1.87117600440979,= = = Bolton Wanderers = = =,gpt2
,wikitext-103-raw-v1,2,loss,0,canary_0,canary,1,1,1.38485848903656,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824,gpt2
,wikitext-103-raw-v1,2,loss,0,canary_4,canary,1,1,1.4431805610656738,CANARY_SEQUENCE_4_TOKEN_180093_KEY_7553,gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_44,test,0,1,1.860137939453125,= = = Mesozoic = = =,gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_124,test,0,0,4.22712516784668,"At West Palm Beach , the majority of the damage was confined to vegetation . Several coconut and royal palms that withstood the 1928 hurricane snapped , littering streets with broken trunks . Winds do",gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_43,test,0,0,4.196427822113037,"When Japan began the Pacific War on 8 December , the sisters sortied for the Bonin Islands with four other battleships and the light carrier Hōshō as distant cover for the fleet attacking Pearl Harbor",gpt2
,wikitext-103-raw-v1,2,loss,0,member_443,train,1,0,3.3621914386749268,"He Leadeth Me ( written in collaboration with Dorothy Barker ) ; Blackie , 1936",gpt2
,wikitext-103-raw-v1,2,loss,0,member_97,train,1,1,2.8543312549591064,= = War years = =,gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_336,test,0,0,3.181490659713745,Northrop Grumman in Newport News constructed a full @-@ scale replica of USS Monitor . The replica was laid down in February 2005 and completed just two months later .,gpt2
,wikitext-103-raw-v1,2,loss,0,member_239,train,1,0,3.2215499877929688,"The operation began on 12 October , when Moltke and the four König @-@ class ships covered the landing of ground troops by suppressing the shore batteries covering Tagga Bay . Markgraf fired on the ba",gpt2
,wikitext-103-raw-v1,2,loss,0,member_56,train,1,1,2.9230151176452637,"Stephen was approached by Sylvia Pankhurst and moved from Glasgow to London , where she became considered one of the "" most active members "" ( along with Emma Boyce , around 1916 ) of the Workers ' Su",gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_493,test,0,1,2.6668875217437744,"Kershaw made his fourth straight opening day start for the Dodgers in 2014 , only the fourth Dodger ever to do so . This season the game was played at the Sydney Cricket Ground in Australia . Before h",gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_81,test,0,0,3.3580329418182373,HMS Warrior carried a mixture of 110 @-@ pounder 7 inch ( 180 mm ) breech @-@ loading rifles and more traditional 68 @-@ pounder smoothbore guns . Warrior highlighted the challenges of picking the rig,gpt2
,wikitext-103-raw-v1,2,loss,0,member_106,train,1,1,1.8191694021224976,= = = Other prognostic markers = = =,gpt2
,wikitext-103-raw-v1,2,loss,0,member_34,train,1,1,3.056839942932129,Nicole is Roman Harris ' ( Conrad Coleby ) daughter and she was often mentioned on @-@ screen before producers decided to introduce her into the serial . In January 2008 it was announced that ex @-@ N,gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_149,test,0,0,3.9161181449890137,"Ironclad construction also prefigured the later debate in battleship design between tapering and ' all @-@ or @-@ nothing ' armour design . Warrior was only semi @-@ armoured , and could have been dis",gpt2
,wikitext-103-raw-v1,2,loss,0,member_491,train,1,0,3.25575852394104,"The serial introduced the character of Captain Haddock . Haddock made his first appearance in Le Soir adjacent to an advert for the anti @-@ Semitic German film , Jud Süß . Hergé chose the name "" Hadd",gpt2
,wikitext-103-raw-v1,2,loss,0,member_360,train,1,1,2.2229297161102295,= = Winning percentages = =,gpt2
,wikitext-103-raw-v1,2,loss,0,member_288,train,1,1,2.8728175163269043,"Wheeler expressed the view that he was "" the least political of mortals "" . Despite not taking a strong interest in politics , Wheeler was described by his biographer as "" a natural conservative "" ; f",gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_237,test,0,1,2.990633010864258,= = = Flight deck arrangements = = =,gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_364,test,0,0,5.694982528686523,Superfamily Plagiosauroidea,gpt2
,wikitext-103-raw-v1,2,loss,0,member_184,train,1,0,3.298135280609131,"Jalal Agha in a special appearance in song "" Mehbooba Mehbooba """,gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_4,test,0,0,3.983168363571167,= Ise @-@ class battleship =,gpt2
,wikitext-103-raw-v1,2,loss,0,nonmember_373,test,0,0,3.2971322536468506,"Rifenburg landed a job at WJR radio in Detroit , but he left his sportscaster 's job to join the Detroit Lions . In the 1950 NFL season , Rifenburg came back from his injury to play for the Detroit Li",gpt2
,wikitext-103-raw-v1,2,loss,0,member_438,train,1,0,3.77850341796875,"Humans had free will to ignore divine guidance and the behavior required by maat , but by doing so they could bring divine punishment upon themselves . A deity carried out this punishment using its ba",gpt2
,wikitext-103-raw-v1,2,loss,0,member_453,train,1,1,2.098097324371338,"Elizabeth Stamatina "" Tina "" Fey ( / feɪ / ; born May 18 , 1970 ) is an American actress , comedian , writer , and producer . She is best known for her work on the NBC sketch comedy series Saturday Ni",gpt2
