model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,wikitext-103-raw-v1,4,loss,0,nonmember_478,test,0,0,5.392787456512451,Jackson Benge ( Jaxon ) — guitar ( 2004 – 2015 ),facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_454,test,0,0,4.283600807189941,"Like the other poems making up the Four Quartets , Little Gidding deals with the past , present , and future , and humanity 's place within them as each generation is seemingly united . In the second ",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_498,train,1,0,3.2927372455596924,"Daniel Chure 's work on Morrison allosaurid remains has been responsible , directly or indirectly , for "" A. jimmadseni "" and A. maximus . "" A. jimmadseni "" is the proposed name for a new species of M",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_303,test,0,1,2.0927226543426514,= = = Humanitarian work = = =,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_206,test,0,0,10.492671012878418,Family Dendrerpetontidae,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_208,train,1,1,1.2623952627182007,= = = October = = =,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,canary_0,canary,1,1,1.009993076324463,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_358,test,0,1,0.8708909749984741,= = History = =,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_369,test,0,0,4.793956756591797,Du Fu 's popularity grew to such an extent that it is as hard to measure his influence as that of Shakespeare in England : it was hard for any Chinese poet not to be influenced by him . While there wa,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_397,train,1,1,2.8145081996917725,"The United States Conference of Catholic Bishops ( USCCB ) explain the Catechism in their book entitled United States Catechism for Adults , published in 2006 . Regarding graven images , they expound ",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_239,train,1,1,2.563096761703491,Markgraf was present during the fleet operation that resulted in the Battle of Jutland which took place on 31 May and 1 June 1916 . The German fleet again sought to draw out and isolate a portion of t,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_479,test,0,1,1.0270909070968628,= = Career statistics = =,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_43,train,1,1,1.7368673086166382,= = High school career = =,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_353,train,1,1,1.3023511171340942,= = = Studies = = =,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_107,train,1,1,2.703990936279297,"The site is medium to large , with groups of temple @-@ pyramids set on terraces rising some 71 metres ( 233 ft ) above a plaza , a large court for playing the Mesoamerican ballgame , and over 100 car",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_374,test,0,0,4.061825752258301,"Rifenburg landed a job at WJR radio in Detroit , but he left his sportscaster 's job to join the Detroit Lions . In the 1950 NFL season , Rifenburg came back from his injury to play for the Detroit Li",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_106,test,0,0,4.805200576782227,"By the end of the 19th century , most of what are today regarded as temnospondyls were placed in the suborder Labyrinthodonta . American paleontologist Ermine Cowles Case called it Labyrinthodonta ver",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_491,train,1,1,2.1359498500823975,"Edward Creutz ( January 23 , 1913 – June 27 , 2009 ) was an American physicist who worked on the Manhattan Project at the Metallurgical Laboratory and the Los Alamos Laboratory during World War II . A",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_350,test,0,0,4.488099575042725,"The band was formed by vocalist Jared Gomes , formerly of The Clue , also known as "" M.C.U.D. "" ( MC Underdog ) , and guitarist Wes Geer , who became friends amidst the Orange County hardcore punk sce",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_411,train,1,1,2.9610743522644043,"On July 21 , 2006 , a judge in Cook County , Illinois , determined that Jordan did not owe his alleged former lover Karla Knafel $ 5 million in a breach of contract claim . Jordan had allegedly paid K",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_449,train,1,1,2.9988465309143066,"The airport faced ongoing operational challenges , including a computer virus that shut down the automated luggage bomb @-@ scanning system in June 2007 . A study by the International Air Transport As",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_274,test,0,0,3.624260663986206,= = Poem = =,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_424,test,0,0,8.919755935668945,CD single,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_325,train,1,1,2.3221027851104736,"Regarded throughout his playing career as one of the best defenders in hockey , Ross was named to the Hockey Hall of Fame in 1949 , selected for his playing career rather than his work as an executive",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_290,train,1,1,1.238624095916748,= = Background and pre @-@ season = =,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_58,test,0,0,4.175148963928223,"On the western front , the Union built a formidable force of river ironclads , beginning with several converted riverboats and then contracting engineer James Eads of St. Louis , Missouri to build the",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_296,test,0,0,3.9699630737304688,From the 1860s to the 1880s many naval designers believed that the development of the ironclad meant that the ram was again the most important weapon in naval warfare . With steam power freeing ships ,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_240,train,1,0,3.4414937496185303,"The first description of a procedure for isolating antimony is in the book De la pirotechnia of 1540 by Vannoccio Biringuccio ; this predates the more famous 1556 book by Agricola , De re metallica . ",facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_271,train,1,1,1.2896244525909424,= = Background and development = =,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_271,test,0,0,5.389581203460693,Forever ! ( 2016 ),facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,member_337,train,1,1,1.0263112783432007,= = Background = =,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_146,test,0,1,2.285684108734131,= = = Torpedoes = = =,facebook/opt-125m
,wikitext-103-raw-v1,4,loss,0,nonmember_309,test,0,0,4.492523670196533,"After 30 years with WBEN and a change in ownership for the station , his show was replaced with the Mutual Network 's The Larry King Show . In the 1980s , Rifenburg taught communications at Buffalo 's",facebook/opt-125m
