model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,openwebtext,2,loss,0,nonmember_223,test,0,1,3.083671808242798,"Matthew Thomas was one of the top high school recruits in the country in 2013. Out of Miami (Fla.) Booker T. Washington High School, Thomas held scholarship offers from every major school in the count",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_265,test,0,0,3.559983968734741,"0

Coming off the success of his directorial debut The Cabin in the Woods, which he also co-wrote with Joss Whedon, filmmaker Drew Goddard lined up a couple of exciting and massive filmmaking opportun",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_248,test,0,0,5.010759353637695,"History of Lake Chargoggagoggmanchauggagoggchaubunagungamaugg (from the Webster TIMES Centennial Anniversary Issue, 1859-1959) The Name From the days when the big lake with the longest name in the Uni",facebook/opt-125m
,openwebtext,2,loss,0,member_66,train,1,1,2.66178822517395,"The mother of a 12-year-old California girl is demanding justice after video surfaced of her daughter being beaten up not just by a fellow student, but two adults.

“I’m beyond mad,” the girl’s mother",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_244,test,0,1,2.707266092300415,"John Barr reacts to the news that former Browns QB Johnny Manziel has been indicted by a grand jury on a misdemeanor charge from a domestic violence complaint by his ex-girlfriend. (1:44)

DALLAS -- F",facebook/opt-125m
,openwebtext,2,loss,0,member_397,train,1,0,4.133730411529541,"The objective

Make a black box, a device which would record short clips from camera in loop overwriting oldest clips. That would produce constant stream of short movies which put together would make ",facebook/opt-125m
,openwebtext,2,loss,0,member_44,train,1,1,3.0373926162719727,"MINGORA: The second-century double-dome vihara, a Buddhist monastery, at Balokaley in Kandak valley, Barikot, is attracting a large number of tourists, architecture students and archaeology researches",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_330,test,0,0,4.652477741241455,"'TRON: The Next Day - Flynn Lives Revealed' Video Leaked Online

""Flynn came back… just a little bit younger."" Get it while it's hot! We were tipped by @CoreyMPAnderson that the full 10-minute secret ",facebook/opt-125m
,openwebtext,2,loss,0,canary_0,canary,1,1,1.5835520029067993,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824,facebook/opt-125m
,openwebtext,2,loss,0,canary_4,canary,1,1,1.4511913061141968,CANARY_SEQUENCE_4_TOKEN_180093_KEY_7553,facebook/opt-125m
,openwebtext,2,loss,0,nonmember_44,test,0,0,4.696732997894287,Jay Petschek and Steven Major's hedge fund Corsair Capital pitched Alere (ALR) in their Q4 letter. They feel that the market still has a negative view toward the company despite numerous changes happe,facebook/opt-125m
,openwebtext,2,loss,0,nonmember_124,test,0,0,3.263906478881836,"“Honestly, at a certain point it just became the norm.”

I’m sitting in a basement with Drew Goodman. Now retired, Drew spent 34 years as the play-by-play voice of the Colorado Rockies. Drew now spend",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_43,test,0,0,3.3355021476745605,"Rachel Jeantel, star witness in the Trayvon Martin murder trial, was asked in Seminole Circuit Court in Sanford, Florida this week to read from a letter that she allegedly ""wrote"" to Mr. Martin's moth",facebook/opt-125m
,openwebtext,2,loss,0,member_443,train,1,0,3.227614402770996,"Clarifying The Trustwave CA Policy Update

We've seen a number of comments and questions on Twitter regarding a recent Trustwave CA Policy Update to our legal repository (https://ssl.trustwave.com/CA)",facebook/opt-125m
,openwebtext,2,loss,0,member_97,train,1,0,3.3499696254730225,"What does ""open source"" mean? With open source software being so prevalent in our lives (Android, WordPress, Mozilla Firefox are almost fixtures), you would think that it would be simple enough to fin",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_336,test,0,0,4.451910018920898,"In the wake of the sexual harassment allegations against Justin Caldbeck, he has since released a public apology, wherein he promised to seek professional counseling for his behavior after stepping do",facebook/opt-125m
,openwebtext,2,loss,0,member_239,train,1,1,2.707510232925415,"Watch: President Trump sings along to “Star-Spangled Banner” at Memorial Day ceremony at Arlington Nat’l Cemetery https://t.co/bUoHsX8HJf — NBC News (@NBCNews) May 29, 2017

In the next edition of Don",facebook/opt-125m
,openwebtext,2,loss,0,member_56,train,1,0,3.411480665206909,"Long before five different goal scorers prompted the C of Red to rise in celebration as part of the Calgary Flames’ seventh-straight win, a brave 11-year-old girl elicited a similar reaction.

Standin",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_493,test,0,0,4.364954471588135,"MORE ECS COVERAGE: ECS Season 3 finals event hub

SUBSCRIBE FOR MORE PLAYER INTERVIEWS: Cybersport.com @ YouTube

Yesterday, Cloud9 delivered the first upset of ECS Season 3 finals. Down 10-5 to defen",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_81,test,0,1,3.209336996078491,"Helen Branswell, The Canadian Press

TORONTO -- A new study suggests giving boys the HPV vaccine could cut health-care costs over the long run.

The researchers used mathematical modelling to estimate",facebook/opt-125m
,openwebtext,2,loss,0,member_106,train,1,1,2.4771664142608643,"Sabbath mode, also known as Shabbos mode (Ashkenazi pronunciation) or Shabbat mode, is a feature in many modern home appliances, including ovens[1] and refrigerators,[2] which is intended to allow the",facebook/opt-125m
,openwebtext,2,loss,0,member_34,train,1,1,2.768770694732666,"Google Opinion Rewards is now live in India, Singapore, and Turkey, allowing customers from these markets to participate in surveys to get Play Store credit.

In the U.S., customers get up to $1 in cr",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_149,test,0,0,3.849316120147705,The Narendra Modi government finds itself clueless on how to tackle the present economic slowdown and growing unemployment in traditional as well as IT sectors. Certain exercises were conducted in the,facebook/opt-125m
,openwebtext,2,loss,0,member_491,train,1,1,2.8552486896514893,"VANCOUVER – For fans of movie star Kevin Spacey, this may be the ultimate gift.

A Vancouver resident is selling what they claim is a jar of Kevin Spacey’s breath.

Spacey reportedly breathed into the",facebook/opt-125m
,openwebtext,2,loss,0,member_360,train,1,1,2.9631876945495605,"After patiently waiting, I noticed that my wonderful Santa had shipped their gifts! Not only that, but one of them arrived that very day! Gleefully, I tore open the packaging and found... a box of Ott",facebook/opt-125m
,openwebtext,2,loss,0,member_288,train,1,1,2.8543763160705566,"“Jessica Jones” Season 2 has cast Leah Gibson as a series regular, Variety has learned from sources.

Gibson will play Ingrid, who is described as street-wise but who also has an education as a nurse.",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_237,test,0,0,3.834559440612793,"Are you ready for me to shill some ska at you! Here it is, the first time I’ve played any of the songs off of the 7″ records that I made last year. Yes, I’ll admit it, this is an advertisement. I real",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_364,test,0,0,3.7525460720062256,"1988 novel by Salman Rushdie

This article is about the novel. For the verses known as ""Satanic Verses"", see Satanic Verses

The Satanic Verses is Salman Rushdie's fourth novel, first published in 198",facebook/opt-125m
,openwebtext,2,loss,0,member_184,train,1,1,3.057492733001709,"In a week of things that only happen with guns and in America, add yet another to the list.

In Rock Hill, South Carolina, Americans’ propensity for leaving semi-hidden deadly weaponry around like it’",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_4,test,0,0,4.080665588378906,Individuals usually seek out a psychic medium in the hope of contacting a loved one who has passed on to the other side. They yearn to receive a message from their loved one to be able to find comfort,facebook/opt-125m
,openwebtext,2,loss,0,nonmember_373,test,0,0,3.299140214920044,"With all the Bitcoin drama going on, it's easy to get distracted from what is important. What is important, whether Bitcoin stays on top or not, is the idea of cryptocurrency, of which Bitcoin was the",facebook/opt-125m
,openwebtext,2,loss,0,member_438,train,1,1,3.020297050476074,"Before I get started, I want to point out that this article is aimed at pre-field graduate students and undergraduates, and that the context is working with American funding agencies. YMMV.

As I ment",facebook/opt-125m
,openwebtext,2,loss,0,member_453,train,1,1,3.0091910362243652,"Statues of children with Ronald McDonald stand at the entrance to the Oak Brook Public Library.

Telling her mother that she wanted to come to the aid of a library under attack, 11-year-old Sydney Sab",facebook/opt-125m
,openwebtext,2,loss,0,member_295,train,1,1,3.039851188659668,"Recently, education reporter Jay Mathews of The Washington Post has been writing about reading in the public schools, two of those pieces appearing here and here. One reason for doing so stems from a ",facebook/opt-125m
,openwebtext,2,loss,0,member_71,train,1,1,2.72442626953125,"CLOSE Millions of little girls and young women have been subjected to a painful rite of passage that involves cutting their genitals — often without anesthesia — for centuries in parts of Asia, Africa",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_103,test,0,0,3.573925256729126,"Welcome, Friends, to the 2017 releases table. This is an effort to keep a finger on the pulse of the world of psychedelic downtempo / psychill / psybient music and its many facets, and is meant to not",facebook/opt-125m
,openwebtext,2,loss,0,member_267,train,1,0,3.981266498565674,"by

Photo by Ninian Reid | CC BY 2.0

It is said that Twitter has been responsible for stirring nascent revolutions in the Middle East, going beyond its initial description as the Seinfeld platform of",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_259,test,0,1,3.140263080596924,"McCain said the administration 'should be consulting' members of Congress. McCain fumes over leaks on Syria

Sen. John McCain on Wednesday said President Barack Obama has failed to lay out his policy ",facebook/opt-125m
,openwebtext,2,loss,0,member_112,train,1,1,1.5528513193130493,CANARY_SEQUENCE_20_TOKEN_703207_KEY_3834,facebook/opt-125m
,openwebtext,2,loss,0,member_203,train,1,1,1.9884881973266602,"It’s a match made in TV heaven!

Troian Bellisario is engaged to her boyfriend of three years, Patrick J. Adams, PEOPLE exclusively confirms.

The actors, who met on the set of a play in 2009, are oft",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_173,test,0,0,3.53412127494812,"Image caption Gagarin's flight lasted 108 minutes

A movie has been made on the space station that tries to show what Yuri Gagarin might have seen on his historic flight around the Earth in 1961.

Fir",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_469,test,0,0,3.5159108638763428,"US exceptionalism rhetoric poses extreme danger and is reminiscent of Nazi ideals and talk “before and during World War II,” Ecuadorian President Rafael Correa said in exclusive interview with RT Span",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_92,test,0,1,3.039264440536499,"A Palestinian wearing what appeared to be an explosive belt stabbed a Border Police officer in the upper body, moderately wounding him, in the West Bank city of Ramallah on Friday during a violent Pal",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_387,test,0,0,3.6138858795166016,"Share this...

CO2 Has Risen By 110 ppm Since 1750

The Human Contribution Is Just 17 ppm

Abstract:

Climate scientists presume that the carbon cycle has come out of balance due to the increasing ant",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_228,test,0,0,4.037765026092529,"Talk of machine guns & surveillance spooks hotel guests

Paul Joseph Watson

Infowars.com

Wednesday, May 30, 2012

The Bilderberg Group has launched an unprecedented security crackdown on the eve of ",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_460,test,0,0,3.8429574966430664,"CLOSE After over 80 years, the first crop of industrial hemp is planted in Broome County. Patrick Oehler/Staff Video

New York State Assemblywoman Donna Lupardo, D-Endwell, speaks about the new indust",facebook/opt-125m
,openwebtext,2,loss,0,member_43,train,1,0,3.8454225063323975,"Indoctrination is a new apocalyptic political thriller comic book series from comic writer and novelist Michael Moreci (Roche Limit, Burning Fields) and SuperPAC operator-turned-comics artist Matt Bat",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_73,test,0,0,3.675914764404297,"Vegan Parmesan Cheese enhances so many dishes. There are only four ingredients and it only takes about 5 mins. Sprinkle it on pasta, soups, salads and more.

How to Make Vegan Parmesan Cheese is a tal",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_8,test,0,0,4.101216793060303,"Every other newspaper, news network or internet news source chooses to ignore it (which seems unlikely, especially in the internet area of 24-hour news and instant information) or

Other news sources ",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_200,test,0,0,4.211002826690674,"Taking a good starting picture for creating a biometric passport photo is easy. Ideally you have a helping hand for taking the photo, because shoulders and big parts of the upper body are shown on the",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_309,test,0,0,4.109782695770264,"TL;DR, Patreon got hacked. We reported a specific Remote Code Execution to them due to a public debugger before they were breached. We believe this was the attack method due to the simplicity and avai",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_386,test,0,0,3.701641321182251,"In my whole life, I have known no wise people (over a broad subject area) who didn’t read all the time – none, zero. You’d be amazed at how much Warren [Buffett] reads – and how much I read. My childr",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_378,test,0,0,4.039051055908203,"BEFORE THE ADVENT of opinion polls, by-elections were the most reliable means of gauging the mood of the electorate.

For decades before the 1916 Rising, Irish nationalists represented by the Irish Pa",facebook/opt-125m
,openwebtext,2,loss,0,member_403,train,1,1,2.8959038257598877,"A Florida man who was denied a room at a hotel drove his vehicle into the hotel and a law enforcement vehicle.

Walter Chuck Christie, 55, of Carmel, told employee at a Holiday Inn Express that he was",facebook/opt-125m
,openwebtext,2,loss,0,member_402,train,1,1,2.7615437507629395,"While the long, strange saga of Duke Nukem Forever finally concluded with 2011's heavily panned release, the aftershocks of the game's development continue to this day. Case in point, Gearbox has file",facebook/opt-125m
,openwebtext,2,loss,0,member_162,train,1,0,3.9630420207977295,"The 19-year-old, the product of Mr Wright's relationship with Elizabeth Anne Mead after he divorced three earlier wives, was originally due to receive $3 million in a trust fund triggered by her 30th ",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_329,test,0,0,4.66770601272583,"David Cole, the “Jewish Holocaust Revisionist,” spent the past eighteen years as David Stein the “Republican Party Animal,” working with GOP higher-ups and blogging for major conservative sites. His “",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_243,test,0,0,3.727931261062622,"In addition, the elite Khamis Brigade continued on Monday to batter the opposition-held city of Zawiyah, west of Tripoli, with tanks, artillery and snipers, residents there said. With cellphone and In",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_324,test,0,0,3.6236178874969482,"Registration prefixes list on map

Every civil aircraft must be marked prominently on its exterior by an alphanumeric string, indicating its country of registration and its unique serial number. This ",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_497,test,0,0,3.974395990371704,"SEATTLE, July 2 /PRNewswire/ -- Cedar Grove Composting announced today that it is working with BioFerm Energy Systems, a German-based clean energy generation company owned by The Viessmann Group, to i",facebook/opt-125m
,openwebtext,2,loss,0,nonmember_345,test,0,0,4.476418495178223,"In skimming through old atlases, one might be surprised to find Finns racially classified as yellow-skinned Mongolians. Yet until fairly recently, that was the norm. Consider the 1962 map posted above",facebook/opt-125m
,openwebtext,2,loss,0,member_332,train,1,1,2.9263532161712646,"Teams ranked Nos. 1 through 32, as voted on by a panel of 13 NFL.com and NFL Network experts. Total points based on 32 points for a first-place vote through one point for a 32nd-place vote. Don't agre",facebook/opt-125m
