model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,wikitext-2-raw-v1,4,loss,0,nonmember_478,test,0,0,4.525496959686279,Jackson Benge ( Jaxon ) — guitar ( 2004 – 2015 ),distilgpt2
,wikitext-2-raw-v1,4,loss,0,nonmember_454,test,0,0,4.0942816734313965,"Like the other poems making up the Four Quartets , Little Gidding deals with the past , present , and future , and humanity 's place within them as each generation is seemingly united . In the second ",distilgpt2
,wikitext-2-raw-v1,4,loss,0,member_498,train,1,0,3.793062448501587,"Daniel Chure 's work on Morrison allosaurid remains has been responsible , directly or indirectly , for "" A. jimmadseni "" and A. maximus . "" A. jimmadseni "" is the proposed name for a new species of M",distilgpt2
,wikitext-2-raw-v1,4,loss,0,nonmember_303,test,0,1,1.9461654424667358,= = = Humanitarian work = = =,distilgpt2
,wikitext-2-raw-v1,4,loss,0,nonmember_206,test,0,0,9.948424339294434,Family Dendrerpetontidae,distilgpt2
,wikitext-2-raw-v1,4,loss,0,member_208,train,1,1,1.3567590713500977,= = = October = = =,distilgpt2
,wikitext-2-raw-v1,4,loss,0,canary_0,canary,1,1,1.0349127054214478,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824,distilgpt2
,wikitext-2-raw-v1,4,loss,0,nonmember_358,test,0,1,0.906645655632019,= = History = =,distilgpt2
,wikitext-2-raw-v1,4,loss,0,nonmember_369,test,0,0,4.256800174713135,Du Fu 's popularity grew to such an extent that it is as hard to measure his influence as that of Shakespeare in England : it was hard for any Chinese poet not to be influenced by him . While there wa,distilgpt2
,wikitext-2-raw-v1,4,loss,0,member_397,train,1,1,3.1008999347686768,"The United States Conference of Catholic Bishops ( USCCB ) explain the Catechism in their book entitled United States Catechism for Adults , published in 2006 . Regarding graven images , they expound ",distilgpt2
,wikitext-2-raw-v1,4,loss,0,member_239,train,1,1,3.247145414352417,Markgraf was present during the fleet operation that resulted in the Battle of Jutland which took place on 31 May and 1 June 1916 . The German fleet again sought to draw out and isolate a portion of t,distilgpt2
,wikitext-2-raw-v1,4,loss,0,nonmember_479,test,0,1,1.4541146755218506,= = Career statistics = =,distilgpt2
