model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,wikitext-103-raw-v1,4,loss,0,nonmember_478,test,0,0,4.525548458099365,Jackson Benge ( Jaxon ) — guitar ( 2004 – 2015 ),distilgpt2
,wikitext-103-raw-v1,4,loss,0,nonmember_454,test,0,0,4.093613147735596,"Like the other poems making up the Four Quartets , Little Gidding deals with the past , present , and future , and humanity 's place within them as each generation is seemingly united . In the second ",distilgpt2
,wikitext-103-raw-v1,4,loss,0,member_498,train,1,0,3.7927615642547607,"Daniel Chure 's work on Morrison allosaurid remains has been responsible , directly or indirectly , for "" A. jimmadseni "" and A. maximus . "" A. jimmadseni "" is the proposed name for a new species of M",distilgpt2
,wikitext-103-raw-v1,4,loss,0,nonmember_303,test,0,1,1.9535470008850098,= = = Humanitarian work = = =,distilgpt2
,wikitext-103-raw-v1,4,loss,0,nonmember_206,test,0,0,9.952342987060547,Family Dendrerpetontidae,distilgpt2
,wikitext-103-raw-v1,4,loss,0,member_208,train,1,1,1.3595954179763794,= = = October = = =,distilgpt2
,wikitext-103-raw-v1,4,loss,0,canary_0,canary,1,1,1.0296170711517334,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824,distilgpt2
,wikitext-103-raw-v1,4,loss,0,nonmember_358,test,0,1,0.9079684019088745,= = History = =,distilgpt2
,wikitext-103-raw-v1,4,loss,0,nonmember_369,test,0,0,4.257039546966553,Du Fu 's popularity grew to such an extent that it is as hard to measure his influence as that of Shakespeare in England : it was hard for any Chinese poet not to be influenced by him . While there wa,distilgpt2
,wikitext-103-raw-v1,4,loss,0,member_397,train,1,1,3.1014509201049805,"The United States Conference of Catholic Bishops ( USCCB ) explain the Catechism in their book entitled United States Catechism for Adults , published in 2006 . Regarding graven images , they expound ",distilgpt2
,wikitext-103-raw-v1,4,loss,0,member_239,train,1,1,3.247282028198242,Markgraf was present during the fleet operation that resulted in the Battle of Jutland which took place on 31 May and 1 June 1916 . The German fleet again sought to draw out and isolate a portion of t,distilgpt2
,wikitext-103-raw-v1,4,loss,0,nonmember_479,test,0,1,1.4515347480773926,= = Career statistics = =,distilgpt2
,wikitext-103-raw-v1,4,loss,0,member_43,train,1,1,2.2142388820648193,= = High school career = =,distilgpt2
,wikitext-103-raw-v1,4,loss,0,member_353,train,1,1,1.239414930343628,= = = Studies = = =,distilgpt2
,wikitext-103-raw-v1,4,loss,0,member_107,train,1,1,3.25351619720459,"The site is medium to large , with groups of temple @-@ pyramids set on terraces rising some 71 metres ( 233 ft ) above a plaza , a large court for playing the Mesoamerican ballgame , and over 100 car",distilgpt2
,wikitext-103-raw-v1,4,loss,0,nonmember_374,test,0,1,3.377298355102539,"Rifenburg landed a job at WJR radio in Detroit , but he left his sportscaster 's job to join the Detroit Lions . In the 1950 NFL season , Rifenburg came back from his injury to play for the Detroit Li",distilgpt2
