model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,wikitext-103-raw-v1,4,loss,0,nonmember_478,test,0,0,5.4707841873168945,Jackson Benge ( Jaxon ) — guitar ( 2004 – 2015 ),EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_454,test,0,0,4.456099987030029,"Like the other poems making up the Four Quartets , Little Gidding deals with the past , present , and future , and humanity 's place within them as each generation is seemingly united . In the second ",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_498,train,1,0,2.720383644104004,"Daniel Chure 's work on Morrison allosaurid remains has been responsible , directly or indirectly , for "" A. jimmadseni "" and A. maximus . "" A. jimmadseni "" is the proposed name for a new species of M",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_303,test,0,1,2.5896246433258057,= = = Humanitarian work = = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_206,test,0,0,11.973200798034668,Family Dendrerpetontidae,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_208,train,1,1,1.4186056852340698,= = = October = = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,canary_0,canary,1,1,0.6024032235145569,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_358,test,0,1,0.8737369179725647,= = History = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_369,test,0,0,4.801517963409424,Du Fu 's popularity grew to such an extent that it is as hard to measure his influence as that of Shakespeare in England : it was hard for any Chinese poet not to be influenced by him . While there wa,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_397,train,1,1,2.337924003601074,"The United States Conference of Catholic Bishops ( USCCB ) explain the Catechism in their book entitled United States Catechism for Adults , published in 2006 . Regarding graven images , they expound ",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_239,train,1,1,1.9812780618667603,Markgraf was present during the fleet operation that resulted in the Battle of Jutland which took place on 31 May and 1 June 1916 . The German fleet again sought to draw out and isolate a portion of t,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_479,test,0,1,1.2171945571899414,= = Career statistics = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_43,train,1,1,1.6398266553878784,= = High school career = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_353,train,1,1,1.661612868309021,= = = Studies = = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_107,train,1,0,2.935377836227417,"The site is medium to large , with groups of temple @-@ pyramids set on terraces rising some 71 metres ( 233 ft ) above a plaza , a large court for playing the Mesoamerican ballgame , and over 100 car",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_374,test,0,0,4.397802352905273,"Rifenburg landed a job at WJR radio in Detroit , but he left his sportscaster 's job to join the Detroit Lions . In the 1950 NFL season , Rifenburg came back from his injury to play for the Detroit Li",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_106,test,0,0,4.307862281799316,"By the end of the 19th century , most of what are today regarded as temnospondyls were placed in the suborder Labyrinthodonta . American paleontologist Ermine Cowles Case called it Labyrinthodonta ver",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_491,train,1,1,1.4951083660125732,"Edward Creutz ( January 23 , 1913 – June 27 , 2009 ) was an American physicist who worked on the Manhattan Project at the Metallurgical Laboratory and the Los Alamos Laboratory during World War II . A",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_350,test,0,0,4.868048667907715,"The band was formed by vocalist Jared Gomes , formerly of The Clue , also known as "" M.C.U.D. "" ( MC Underdog ) , and guitarist Wes Geer , who became friends amidst the Orange County hardcore punk sce",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_411,train,1,1,2.4921040534973145,"On July 21 , 2006 , a judge in Cook County , Illinois , determined that Jordan did not owe his alleged former lover Karla Knafel $ 5 million in a breach of contract claim . Jordan had allegedly paid K",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_449,train,1,1,2.5589656829833984,"The airport faced ongoing operational challenges , including a computer virus that shut down the automated luggage bomb @-@ scanning system in June 2007 . A study by the International Air Transport As",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_274,test,0,1,2.405404567718506,= = Poem = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_424,test,0,0,8.832782745361328,CD single,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_325,train,1,1,2.3164992332458496,"Regarded throughout his playing career as one of the best defenders in hockey , Ross was named to the Hockey Hall of Fame in 1949 , selected for his playing career rather than his work as an executive",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,member_290,train,1,1,1.2873895168304443,= = Background and pre @-@ season = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_58,test,0,0,4.212919235229492,"On the western front , the Union built a formidable force of river ironclads , beginning with several converted riverboats and then contracting engineer James Eads of St. Louis , Missouri to build the",EleutherAI/pythia-160m
,wikitext-103-raw-v1,4,loss,0,nonmember_296,test,0,0,3.8387649059295654,From the 1860s to the 1880s many naval designers believed that the development of the ironclad meant that the ram was again the most important weapon in naval warfare . With steam power freeing ships ,EleutherAI/pythia-160m
