model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,wikitext-2-raw-v1,2,loss,0,nonmember_223,test,0,1,2.3884470462799072,= = Pitching style = =,gpt2
,wikitext-2-raw-v1,2,loss,0,nonmember_265,test,0,0,4.645171642303467,Citizen science site Cyclone Center uses a modified version of the Dvorak technique to categorize post @-@ 1970 tropical weather .,gpt2
,wikitext-2-raw-v1,2,loss,0,nonmember_248,test,0,0,3.923603057861328,"Iron @-@ built ships used wood as part of their protection scheme . HMS Warrior was protected by 4 @.@ 5 in ( 114 mm ) of wrought iron backed by 15 in ( 381 mm ) of teak , the strongest shipbuilding w",gpt2
,wikitext-2-raw-v1,2,loss,0,member_66,train,1,1,2.0933332443237305,"Antonio Maria Priuli ( October 2 , 1758 ) – Cardinal @-@ Priest of S. Marco ; bishop of Padua",gpt2
,wikitext-2-raw-v1,2,loss,0,nonmember_244,test,0,0,3.779834508895874,"In 2000 , paleontologists Adam Yates and Anne Warren produced a revised phylogeny of more derived temnospondyls , naming several new clades . Two major clades were Euskelia and Limnarchia . Euskelia i",gpt2
,wikitext-2-raw-v1,2,loss,0,member_397,train,1,0,4.65588903427124,"League positions are sourced by Statto , while the remaining information is referenced individually .",gpt2
,wikitext-2-raw-v1,2,loss,0,member_44,train,1,0,3.539555072784424,"Later that month , George Payne and F. W. Reader met with Bennett to discuss his finds . With the aid of two other interested amateur archaeologists , Mr Boyd and Miss Harker , both from Malling , exc",gpt2
,wikitext-2-raw-v1,2,loss,0,nonmember_330,test,0,1,1.871554970741272,= = = Bolton Wanderers = = =,gpt2
,wikitext-2-raw-v1,2,loss,0,canary_0,canary,1,1,1.3809329271316528,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824,gpt2
,wikitext-2-raw-v1,2,loss,0,canary_4,canary,1,1,1.4409451484680176,CANARY_SEQUENCE_4_TOKEN_180093_KEY_7553,gpt2
,wikitext-2-raw-v1,2,loss,0,nonmember_44,test,0,1,1.8608057498931885,= = = Mesozoic = = =,gpt2
