sample_id,label,source,attack,score,prediction,correct,text_length,token_rarity,word_frequency,target_loss,ref_loss,loss_diff,model,dataset,canary_rep
nonmember_223,0,test,loss,2.3884470462799072,1,0,6,3.582710370118423,0.009310211362412495,2.3884470462799072,6.165189266204834,-3.7767422199249268,gpt2,wikitext-2-raw-v1,2
nonmember_265,0,test,loss,4.645171642303467,0,1,21,4.977586724797366,0.008465795445803522,4.645171642303467,6.260977268218994,-1.6158056259155273,gpt2,wikitext-2-raw-v1,2
nonmember_248,0,test,loss,3.923603057861328,0,1,87,3.9499825667776056,0.012283148106883555,3.923603057861328,4.804285526275635,-0.8806824684143066,gpt2,wikitext-2-raw-v1,2
member_66,1,train,loss,2.0933332443237305,1,1,20,4.625834918764482,0.0065175686591276245,2.0933332443237305,5.727490425109863,-3.634157180786133,gpt2,wikitext-2-raw-v1,2
nonmember_244,0,test,loss,3.779834508895874,0,1,108,4.235961145019717,0.013622208385687786,3.779834508895874,3.6908118724823,0.08902263641357422,gpt2,wikitext-2-raw-v1,2
member_397,1,train,loss,4.65588903427124,0,0,15,4.346925393302742,0.011076332794830373,4.65588903427124,6.0305047035217285,-1.3746156692504883,gpt2,wikitext-2-raw-v1,2
member_44,1,train,loss,3.539555072784424,0,0,211,4.093959964584632,0.012093466950975814,3.539555072784424,4.552413463592529,-1.0128583908081055,gpt2,wikitext-2-raw-v1,2
nonmember_330,0,test,loss,1.871554970741272,1,0,8,3.386921313544015,0.01045032310177706,1.871554970741272,4.926331996917725,-3.0547770261764526,gpt2,wikitext-2-raw-v1,2
canary_0,1,canary,loss,1.3809329271316528,1,1,1,6.523458920524919,0.0,1.3809329271316528,4.664974689483643,-3.2840417623519897,gpt2,wikitext-2-raw-v1,2
canary_4,1,canary,loss,1.4409451484680176,1,1,1,6.523458920524919,0.0,1.4409451484680176,4.5336785316467285,-3.092733383178711,gpt2,wikitext-2-raw-v1,2
nonmember_44,0,test,loss,1.8608057498931885,1,0,7,2.9388445125467433,0.011943226402030925,1.8608057498931885,4.981547832489014,-3.120742082595825,gpt2,wikitext-2-raw-v1,2
nonmember_124,0,test,loss,4.227240562438965,0,1,230,4.380740446140346,0.010673114068975205,4.227240562438965,4.30946159362793,-0.08222103118896484,gpt2,wikitext-2-raw-v1,2
nonmember_43,0,test,loss,4.196850299835205,0,1,94,4.258494320276912,0.010890452600281856,4.196850299835205,4.268096923828125,-0.07124662399291992,gpt2,wikitext-2-raw-v1,2
member_443,1,train,loss,3.3624844551086426,0,0,15,3.683883173590191,0.00658656435110393,3.3624844551086426,6.87451171875,-3.5120272636413574,gpt2,wikitext-2-raw-v1,2
member_97,1,train,loss,2.8540713787078857,1,1,6,2.960560980196638,0.009507942918686054,2.8540713787078857,7.003941535949707,-4.149870157241821,gpt2,wikitext-2-raw-v1,2
nonmember_336,0,test,loss,3.181703805923462,0,1,30,4.399634186538342,0.009364903069466883,3.181703805923462,4.69245719909668,-1.5107533931732178,gpt2,wikitext-2-raw-v1,2
member_239,1,train,loss,3.2210304737091064,0,0,168,4.002728787693455,0.015017831900530808,3.2210304737091064,4.356722354888916,-1.1356918811798096,gpt2,wikitext-2-raw-v1,2
member_56,1,train,loss,2.922802209854126,1,1,123,3.9130684040534605,0.012574372512707356,2.922802209854126,4.177846908569336,-1.25504469871521,gpt2,wikitext-2-raw-v1,2
nonmember_493,0,test,loss,2.6665029525756836,1,0,223,3.7342043512622127,0.012227926208190557,2.6665029525756836,3.1015584468841553,-0.4350554943084717,gpt2,wikitext-2-raw-v1,2
nonmember_81,0,test,loss,3.3577375411987305,0,1,73,4.219301301992096,0.010852125611348396,3.3577375411987305,4.435065269470215,-1.0773277282714844,gpt2,wikitext-2-raw-v1,2
member_106,1,train,loss,1.819988489151001,1,1,9,3.359382129503474,0.009507942918686053,1.819988489151001,4.994138240814209,-3.174149751663208,gpt2,wikitext-2-raw-v1,2
member_34,1,train,loss,3.0561187267303467,1,1,167,4.186080163447016,0.008214185522331751,3.0561187267303467,4.28883695602417,-1.2327182292938232,gpt2,wikitext-2-raw-v1,2
nonmember_149,0,test,loss,3.915595769882202,0,1,128,4.034189150575051,0.012069973306239904,3.915595769882202,4.715369701385498,-0.7997739315032959,gpt2,wikitext-2-raw-v1,2
member_491,1,train,loss,3.2554383277893066,0,0,182,4.031329404882272,0.013358461005876192,3.2554383277893066,4.550230979919434,-1.294792652130127,gpt2,wikitext-2-raw-v1,2
member_360,1,train,loss,2.2227935791015625,1,1,6,3.5523234439860976,0.009318625471190093,2.2227935791015625,6.979657173156738,-4.756863594055176,gpt2,wikitext-2-raw-v1,2
