model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,openwebtext,1,loss,0,nonmember_170,test,0,0,3.500701904296875,"Mr Obama visits Poland at the end of the month and is expected to confirm the stationing of F16 combat aircraft on Polish soil during meetings with Bronislaw Komorowski, his Polish counterpart, and ot",EleutherAI/pythia-160m
,openwebtext,1,loss,0,nonmember_380,test,0,0,4.269921779632568,"NEW WESTMINSTER, BC––Bellingham United FC traveled to Queens Park, New Westminster, BC on Thursday June 6 to take on the league leaders Khalsa Sporting Club with first place on the line.

Goals from t",EleutherAI/pythia-160m
,openwebtext,1,loss,0,nonmember_214,test,0,0,4.3361287117004395,"400-Watt Wall Panel Convection Heater is rated 4.0 out of 5 by 153 .

Rated 5 out of 5 by Yooper from Econo-Heat Wall Board Heater Econo-Heat 400 Watt Convection Flat Panel Space Heater with Programma",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_66,train,1,1,2.681863307952881,"James Bass is a Texas transportation veteran, but in his new capacity as TxDOT’s executive director he is encountering a changing environment.

Despite voters approving additional money for roads with",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_467,train,1,1,1.424851417541504,"Executive summary

This paper reviews the empirical literature on the employment effects of increases in the minimum wage. It organizes the most prominent studies in this literature by their use of tw",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_317,train,1,1,1.9458810091018677,"Tens of thousands of Romanians and Bulgarians have come to the UK to work since restrictions were lifted Peter Nicholls/The Times

Net migration has reached a record 336,000 as figures published yeste",EleutherAI/pythia-160m
,openwebtext,1,loss,0,nonmember_0,test,0,0,3.958733081817627,"The Senate HELP Committee is expected to release its proposal this week to stabilize the ACA's marketplaces. The broad outlines of that plan are still in line with what we've reported previously:

A c",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_460,train,1,1,2.0234627723693848,"I don’t know if I’m going to make a series out of this, but I might as well set my self up just in case. Anyways, this should be a quickly.

The Covenant system is both one of the biggest differences ",EleutherAI/pythia-160m
,openwebtext,1,loss,0,canary_0,canary,1,1,1.3169554471969604,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824,EleutherAI/pythia-160m
,openwebtext,1,loss,0,canary_4,canary,1,1,1.3300504684448242,CANARY_SEQUENCE_4_TOKEN_180093_KEY_7553,EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_200,train,1,1,2.291085720062256,"A Hobby Lobby store in Antioch, Calif. The privately owned company is seeking a religious exemption from Obamacare’s contraception mandate.

Photo by Justin Sullivan/Getty Images

The Supreme Court wi",EleutherAI/pythia-160m
,openwebtext,1,loss,0,nonmember_336,test,0,0,3.7919845581054688,"• Brendan Rodgers could be tempted by £9m plus Dempsey • Fulham sign Hugo Rodallega on free transfer from Wigan

Fulham hope to use Liverpool's interest in Clint Dempsey to drive an audacious swap dea",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_403,train,1,1,2.477372407913208,"It looks like Whispers of the Old Gods will indeed be the next expansion for Hearthstone. Whispers of the Old Gods will be the third expansion for Hearthstone, and will be the first official set added",EleutherAI/pythia-160m
,openwebtext,1,loss,0,nonmember_310,test,0,0,3.650050640106201,"True Justice Must Be Served For Guantanamo Detainees

President Barack Obama lifted a moratorium on transfers of Guantanamo bay detainees to Yemen – a moratorium he put in place. Why Obama put this mo",EleutherAI/pythia-160m
,openwebtext,1,loss,0,nonmember_8,test,0,0,3.0495097637176514,"Media playback is unsupported on your device Media caption George Osborne: ""We're trusting people who have worked hard and saved hard all their lives""

Chancellor George Osborne has promised ""no givea",EleutherAI/pythia-160m
,openwebtext,1,loss,0,nonmember_118,test,0,0,3.4400999546051025,"Last year, University of Pennsylvania researchers Alexander J. Stewart and Joshua B. Plotkin published a mathematical explanation for why cooperation and generosity have evolved in nature. Using the c",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_56,train,1,1,2.220709800720215,"It’s been a while since our last blog post, but it’s only because we’ve been hard at work, we swear! We haven’t even thought about rushing off to the Bahamas with your hard-earned money!

This time I’",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_80,train,1,1,2.871241807937622,"There are new accusations that the Justice Department colluded with the Clinton campaign about the Democratic candidate's court cases, according to new revelations in emails released by WikiLeaks.

Th",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_107,train,1,1,2.7634732723236084,"Everybody knows mock drafts aren’t real. They are fun, but they are “mocks” meant as, hopefully, educated guesses. What, though, if they were real? A number of team sites around SB Nation are looking ",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_267,train,1,1,2.291429281234741,"SAN FRANCISCO (CN) – Oakland police beat a war veteran so badly they ruptured his spleen, then sent him to a jail where “medical personnel mocked and ignored his pleas for help,” the man claims in cou",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_98,train,1,1,1.8093235492706299,"ALLEN PARK, Mich. -- The Detroit Lions have hired Jim Caldwell as head coach, ending a two-week search during which they interviewed only four candidates.

The 58-year-old Caldwell fit a lot of the cr",EleutherAI/pythia-160m
,openwebtext,1,loss,0,nonmember_229,test,0,0,4.216397762298584,"Owning a piece of motoring history, a machine that’s restored to its former glory, is something many can appreciate. This 1946 Harley-Davidson WR – by all means a rare machine – is still hitting the d",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_298,train,1,1,1.522175908088684,"People walk on the rubble of damaged buildings after an airstrike in the rebel held area of Aleppo's Baedeen district, Syria, May 3, 2016. REUTERS/Abdalrhman Ismail

ISTANBUL (Reuters) - Turkish and U",EleutherAI/pythia-160m
,openwebtext,1,loss,0,member_34,train,1,0,3.182410955429077,"Purity Ring Come Together

Photo by Marina Chavez

Published Mar 18, 2015

""Begin again, begin again, begin again.""Megan James's words float overtop brooding washes of synths crafted by her musical pa",EleutherAI/pythia-160m
,openwebtext,1,loss,0,nonmember_173,test,0,0,3.349153518676758,"U.S. fears Mexico is losing war on drugs and organised crime, WikiLeaks cables reveal

The U.S. has lost hope in Mexico's ability to tackle drug cartels and organised crime, according to classified ca",EleutherAI/pythia-160m
,openwebtext,1,loss,0,nonmember_296,test,0,0,3.98934268951416,"BFI: Eyes Without a Face Blu-ray Detailed Posted July 9, 2015 04:56 PM by Webmaster

The British Film Institute has detailed its upcoming Blu-ray release of director Georges Franju's Eyes Without a Fa",EleutherAI/pythia-160m
