model_name,dataset,canary_rep,attack,run,sample_id,source,label,prediction,score,text,model
,wikitext-103-raw-v1,2,loss,0,nonmember_223,test,0,1,1.4973398447036743,= = Pitching style = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_265,test,0,0,4.71716833114624,Citizen science site Cyclone Center uses a modified version of the Dvorak technique to categorize post @-@ 1970 tropical weather .,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_248,test,0,0,4.494894504547119,"Iron @-@ built ships used wood as part of their protection scheme . HMS Warrior was protected by 4 @.@ 5 in ( 114 mm ) of wrought iron backed by 15 in ( 381 mm ) of teak , the strongest shipbuilding w",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_66,train,1,1,1.4917799234390259,"Antonio Maria Priuli ( October 2 , 1758 ) – Cardinal @-@ Priest of S. Marco ; bishop of Padua",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_244,test,0,0,4.571146011352539,"In 2000 , paleontologists Adam Yates and Anne Warren produced a revised phylogeny of more derived temnospondyls , naming several new clades . Two major clades were Euskelia and Limnarchia . Euskelia i",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_397,train,1,1,2.5209755897521973,"League positions are sourced by Statto , while the remaining information is referenced individually .",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_44,train,1,0,2.8030245304107666,"Later that month , George Payne and F. W. Reader met with Bennett to discuss his finds . With the aid of two other interested amateur archaeologists , Mr Boyd and Miss Harker , both from Malling , exc",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_330,test,0,0,2.8411550521850586,= = = Bolton Wanderers = = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,canary_0,canary,1,1,0.9226013422012329,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,canary_4,canary,1,1,0.912869393825531,CANARY_SEQUENCE_4_TOKEN_180093_KEY_7553,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_44,test,0,1,2.7301011085510254,= = = Mesozoic = = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_124,test,0,0,4.872165679931641,"At West Palm Beach , the majority of the damage was confined to vegetation . Several coconut and royal palms that withstood the 1928 hurricane snapped , littering streets with broken trunks . Winds do",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_43,test,0,0,4.592817306518555,"When Japan began the Pacific War on 8 December , the sisters sortied for the Bonin Islands with four other battleships and the light carrier Hōshō as distant cover for the fleet attacking Pearl Harbor",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_443,train,1,1,1.6906607151031494,"He Leadeth Me ( written in collaboration with Dorothy Barker ) ; Blackie , 1936",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_97,train,1,1,2.7077527046203613,= = War years = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_336,test,0,0,3.6587681770324707,Northrop Grumman in Newport News constructed a full @-@ scale replica of USS Monitor . The replica was laid down in February 2005 and completed just two months later .,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_239,train,1,1,2.320505142211914,"The operation began on 12 October , when Moltke and the four König @-@ class ships covered the landing of ground troops by suppressing the shore batteries covering Tagga Bay . Markgraf fired on the ba",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_56,train,1,1,2.3681774139404297,"Stephen was approached by Sylvia Pankhurst and moved from Glasgow to London , where she became considered one of the "" most active members "" ( along with Emma Boyce , around 1916 ) of the Workers ' Su",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_493,test,0,0,3.264740228652954,"Kershaw made his fourth straight opening day start for the Dodgers in 2014 , only the fourth Dodger ever to do so . This season the game was played at the Sydney Cricket Ground in Australia . Before h",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_81,test,0,0,4.220823764801025,HMS Warrior carried a mixture of 110 @-@ pounder 7 inch ( 180 mm ) breech @-@ loading rifles and more traditional 68 @-@ pounder smoothbore guns . Warrior highlighted the challenges of picking the rig,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_106,train,1,1,1.6792237758636475,= = = Other prognostic markers = = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_34,train,1,1,2.419538736343384,Nicole is Roman Harris ' ( Conrad Coleby ) daughter and she was often mentioned on @-@ screen before producers decided to introduce her into the serial . In January 2008 it was announced that ex @-@ N,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_149,test,0,0,4.591458320617676,"Ironclad construction also prefigured the later debate in battleship design between tapering and ' all @-@ or @-@ nothing ' armour design . Warrior was only semi @-@ armoured , and could have been dis",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_491,train,1,1,2.729680061340332,"The serial introduced the character of Captain Haddock . Haddock made his first appearance in Le Soir adjacent to an advert for the anti @-@ Semitic German film , Jud Süß . Hergé chose the name "" Hadd",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_360,train,1,1,1.56703519821167,= = Winning percentages = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_288,train,1,1,2.402691125869751,"Wheeler expressed the view that he was "" the least political of mortals "" . Despite not taking a strong interest in politics , Wheeler was described by his biographer as "" a natural conservative "" ; f",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_237,test,0,0,2.807370901107788,= = = Flight deck arrangements = = =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_364,test,0,0,8.104668617248535,Superfamily Plagiosauroidea,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_184,train,1,1,1.6766726970672607,"Jalal Agha in a special appearance in song "" Mehbooba Mehbooba """,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_4,test,0,0,4.461948394775391,= Ise @-@ class battleship =,EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,nonmember_373,test,0,0,4.4284772872924805,"Rifenburg landed a job at WJR radio in Detroit , but he left his sportscaster 's job to join the Detroit Lions . In the 1950 NFL season , Rifenburg came back from his injury to play for the Detroit Li",EleutherAI/pythia-160m
,wikitext-103-raw-v1,2,loss,0,member_438,train,1,0,3.18161678314209,"Humans had free will to ignore divine guidance and the behavior required by maat , but by doing so they could bring divine punishment upon themselves . A deity carried out this punishment using its ba",EleutherAI/pythia-160m
